Timestamp,Dst,Kp,Longitude,Radius,F_res_IGRF,Spacecraft,Latitude,F_res_CHAOS,B_NEC_res_IGRF_N,B_NEC_res_IGRF_E,B_NEC_res_IGRF_C,B_NEC_res_CHAOS_N,B_NEC_res_CHAOS_E,B_NEC_res_CHAOS_C
2023-04-26 11:53:00,-28.316797354175524,2.333,-100.9891416,6839084.46,-14.74334213641123,A,20.2814987,4.265568811653793,-61.27251310599604,31.83574153429231,32.477611928537954,-0.7819219218727085,0.7309482682610451,6.055521418049466
2023-04-26 11:54:00,-28.200112018083047,2.333,-101.04281569999999,6839802.08,-14.767709401294269,A,16.4475747,3.9862700414560095,-60.73881014820654,34.98629777706128,39.69636527883267,-0.8954233555668907,1.1278246425474663,6.515139902501687
2023-04-26 11:55:00,-28.083426681684934,2.333,-101.10417029999999,6840507.7,-19.81528544797402,A,12.614073699999999,3.1069306054305343,-58.872299682567245,38.183245096250175,39.1401330077133,-0.8594596185648697,2.374337412625664,6.009087326838198
2023-04-26 11:56:00,-27.96674134528682,2.333,-101.17115369999999,6841196.8100000005,-27.047810196156206,A,8.7810699,2.2802541653181834,-59.05441415297537,39.61714217005601,37.69040152681555,-1.1034777934546582,3.5837756171067667,5.75236455738559
2023-04-26 11:57:00,-27.850056008888703,2.333,-101.2419336,6841865.33,-36.076632323678496,A,4.948629899999999,0.60207639912187,-61.283823083358584,38.754115835376524,36.56917083542612,-2.372202833332267,3.414088511703085,5.999366128340625
2023-04-26 11:58:00,-27.73337067279623,2.333,-101.3148204,6842509.63,-43.433905853595206,A,1.1168149,0.660185831686249,-61.834492471993144,37.585091971262955,35.81682124559029,-1.2098577828401176,3.7216768867642713,5.370212251099474
2023-04-26 11:59:00,-27.616685336398113,2.333,-101.3882022,6843126.600000001,-49.51616885048497,A,-2.7143189,0.7240136153050116,-61.791337907718116,34.66658284807136,36.670222021786685,-0.22680654766372754,3.049194493402865,4.859197806420525
2023-04-26 12:00:00,-27.5,2.333,-101.46048549999999,6843713.58,-54.37665622299028,A,-6.5447188,0.09029286864461028,-61.17501431060373,32.167843088807786,38.92407442142871,-0.2767511938691314,3.1969387114245365,4.670228734911689
2023-04-26 12:01:00,-27.383314663601887,2.333,-101.5300372,6844268.45,-56.763595250002254,A,-10.3743344,-0.9957794306974392,-58.436047198531014,29.487772063792363,40.04859972856593,-0.8367561147715605,3.1114618427845926,3.4706669855206655
2023-04-26 12:02:00,-27.26662932750941,2.333,-101.59512409999999,6844789.54,-57.15839427023457,A,-14.2031169,-2.646442892470077,-54.95338159441235,26.8387177176578,38.91457133251424,-2.425905876694742,2.753333723707783,2.014507588559354
2023-04-26 12:03:00,-27.149943991111297,2.333,-101.65384449999999,6845275.69,-53.90523149106957,A,-18.0310168,-3.137105012596294,-49.76246880309918,25.428080488459273,35.72181440236545,-3.2074822358918027,3.4649788957181045,1.3509142843022346
2023-04-26 12:04:00,-27.03325865471318,2.333,-101.70404529999999,6845726.2700000005,-50.19989237028858,A,-21.8579828,-4.441033736620739,-46.357906005290715,22.12286315779056,29.98209783472521,-4.827267674350878,2.6730720611722063,0.906495915593041
2023-04-26 12:05:00,-26.916573318315066,2.333,-101.74321809999999,6846141.11,-45.49992278951686,A,-25.6839597,-4.841688744356361,-44.55987309344346,19.851028586263055,23.069254651871233,-6.110962072514667,3.164750709193868,0.36127742218377534
2023-04-26 12:06:00,-26.799887982222593,2.333,-101.7683612,6846520.5200000005,-41.19814298527126,A,-29.508885,-5.223567932353035,-44.052439384955505,16.819354811725134,17.04859743948691,-7.251620582646865,3.067015586198977,0.05522262760132435
2023-04-26 12:07:00,-26.683202645824476,2.333,-101.775792,6846865.22,-36.37386100076765,A,-33.3326852,-4.497656445772009,-42.16074972128263,12.905252872526034,12.851458608078246,-6.6043354633766285,2.227140839826461,-0.006800084454880562
2023-04-26 12:08:00,-26.566517309426363,2.333,-101.7608819,6847176.3,-31.89830978689497,A,-37.1552699,-4.578693808958633,-40.510736557425844,10.231750955043026,9.66263261972199,-7.3566787821291655,2.1774849394168996,-0.1303883630753262
2023-04-26 12:09:00,-26.449831973028246,2.333,-101.7176707,6847455.07,-26.605688448918954,A,-40.9765222,-4.68769078763944,-38.5126372850209,7.577013715533212,5.6979952971414605,-8.163245062794886,2.0543093816659166,-0.22226541472628014
